          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   53.00 371 19.21    10.69  16  0.16 
   32.92 689 22.14    20.60  17  0.35 
   35.30 748 25.79     4.00   1  0.00 
   52.48 390 20.01    13.47   3  0.04 
   35.40 573 19.81     0.00   0  0.00 
   38.85 512 19.41     0.00   0  0.00 
   34.02 583 19.36     0.00   0  0.00 
   41.38 704 28.43     0.00   0  0.00 
  255.64  91 22.66     0.00   0  0.00 
  169.20 138 22.77     0.00   0  0.00 
  233.62  86 19.52     0.00   0  0.00 
   52.30 427 21.81    33.45  12  0.40 
   43.96 515 22.09     0.00   0  0.00 
   39.37 622 23.90     0.00   0  0.00 
   34.46 793 26.67     0.00   0  0.00 
   31.78 728 22.60    10.92   1  0.01 
   28.73 846 23.74    15.03   3  0.04 
   35.16 789 27.08     0.00   0  0.00 
   34.00 895 29.70     0.00   0  0.00 
   44.35 590 25.55     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.92 1137 35.43     0.00   0  0.00 
   38.50 1178 44.29     0.00   0  0.00 
   30.40 1146 34.02     0.00   0  0.00 
   37.03 945 34.19     0.00   0  0.00 
   32.21 994 31.27     0.00   0  0.00 
   30.59 732 21.87     0.00   0  0.00 
  120.05 126 14.74     0.00   0  0.00 
   49.19 548 26.31     0.00   0  0.00 
   33.77 810 26.70     0.00   0  0.00 
   39.18 525 20.09     0.00   0  0.00 
  133.60 138 18.02     0.00   0  0.00 
   51.07 323 16.10     0.00   0  0.00 
   39.78 403 15.65     0.00   0  0.00 
   43.43 133  5.64     0.00   0  0.00 
   97.36 230 21.90     0.00   0  0.00 
   43.88 380 16.29     0.00   0  0.00 
   47.52 359 16.64     0.00   0  0.00 
   71.23 277 19.24     0.00   0  0.00 
   50.80 377 18.72     0.00   0  0.00 
   46.51 369 16.75     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   87.78 225 19.28     0.00   0  0.00 
   43.14 338 14.26     0.00   0  0.00 
   39.48 420 16.18     0.00   0  0.00 
   95.57 221 20.66     0.00   0  0.00 
   43.07 304 12.77     0.00   0  0.00 
   59.05 335 19.29     0.00   0  0.00 
   89.21 257 22.40     0.00   0  0.00 
   49.75 342 16.60     0.00   0  0.00 
   47.95 387 18.11     0.00   0  0.00 
   66.60 277 18.00     0.00   0  0.00 
   65.82 324 20.83     0.00   0  0.00 
   45.51 421 18.70     0.00   0  0.00 
   78.08 261 19.88     0.00   0  0.00 
   46.56 502 22.84     0.00   0  0.00 
   38.34 590 22.09     0.00   0  0.00 
   36.72 785 28.14     0.00   0  0.00 
   68.17 396 26.34    84.51   9  0.78 
   34.26 682 22.83     0.00   0  0.00 
   34.68 551 18.65     0.50   0  0.00 
   36.99 557 20.12    16.10   1  0.02 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   61.15 351 20.96     0.00   0  0.00 
   36.62 580 20.73     0.00   0  0.00 
   39.21 545 20.86     0.00   0  0.00 
   50.57 513 25.35     0.00   0  0.00 
   57.49 503 28.25     0.00   0  0.00 
   62.57 668 40.80     0.00   0  0.00 
   37.73 619 22.79     0.00   0  0.00 
  129.20 156 19.65     0.00   0  0.00 
   41.05 475 19.05     0.00   0  0.00 
   42.84 485 20.27     0.00   0  0.00 
   71.36 338 23.57     0.00   0  0.00 
   50.70 464 22.96     8.84  12  0.11 
   46.68 540 24.60     0.00   0  0.00 
  110.86 260 28.10     0.00   0  0.00 
   39.68 510 19.77     0.00   0  0.00 
   40.77 519 20.66     0.00   0  0.00 
   78.03 397 30.29     0.00   0  0.00 
   56.20 414 22.72     0.00   0  0.00 
   35.96 598 21.01     8.50   1  0.01 
   78.65 326 25.02     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   37.97 603 22.36     0.00   0  0.00 
   39.00 549 20.92     0.00   0  0.00 
   53.51 383 20.02     0.00   0  0.00 
   70.14 291 19.93     0.00   0  0.00 
   37.24 553 20.13     0.00   0  0.00 
   42.29 457 18.86     0.00   0  0.00 
   88.28 261 22.50     0.00   0  0.00 
   37.83 741 27.39     0.00   0  0.00 
   39.02 704 26.82     0.00   0  0.00 
   84.61 419 34.60     0.00   0  0.00 
   68.90 492 33.08     0.00   0  0.00 
  128.99 250 31.50     0.00   0  0.00 
   32.43 301  9.54     0.00   0  0.00 
   60.08 510 29.90     0.00   0  0.00 
   49.09 607 29.12     0.00   0  0.00 
   38.21 824 30.74     0.00   0  0.00 
   58.20 558 31.74     0.00   0  0.00 
   44.53 572 24.88     0.00   0  0.00 
   50.12 572 27.99     0.00   0  0.00 
   53.19 656 34.05     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   40.87 498 19.87     0.00   0  0.00 
   49.07 410 19.62     0.00   0  0.00 
   54.46 410 21.81     0.00   0  0.00 
   71.62 371 25.97     0.00   0  0.00 
   33.33 1236 40.22     0.00   0  0.00 
   35.54 1062 36.86     0.00   0  0.00 
   33.41 1020 33.29     0.00   0  0.00 
   34.73 885 30.01     0.00   0  0.00 
   33.82 1058 34.93     0.00   0  0.00 
   33.80 1387 45.79     8.00   2  0.02 
   42.99 894 37.53    11.59   5  0.05 
   31.75 1289 39.97     0.00   0  0.00 
   32.36 1268 40.06     0.00   0  0.00 
   46.29 921 41.65     0.00   0  0.00 
   38.56 998 37.59     0.00   0  0.00 
   39.03 908 34.59     0.00   0  0.00 
   51.39 706 35.42     0.00   0  0.00 
   36.24 949 33.56     0.00   0  0.00 
   46.61 741 33.74     0.00   0  0.00 
   35.76 927 32.37     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   45.06 806 35.49     0.00   0  0.00 
   39.50 872 33.62     0.00   0  0.00 
   44.99 709 31.13     0.00   0  0.00 
   37.40 894 32.63     0.00   0  0.00 
   59.95 511 29.93     0.00   0  0.00 
   35.40 1073 37.09     0.00   0  0.00 
   49.62 637 30.86     0.00   0  0.00 
   61.52 537 32.29     0.00   0  0.00 
   40.09 733 28.69     0.00   0  0.00 
   57.67 446 25.10     0.00   0  0.00 
   46.32 604 27.33     0.00   0  0.00 
   42.94 920 38.58     0.00   0  0.00 
   56.48 527 29.05     0.00   0  0.00 
   39.78 628 24.40     0.00   0  0.00 
   44.33 511 22.11     0.00   0  0.00 
   41.13 537 21.56     0.00   0  0.00 
   43.29 531 22.44     0.00   0  0.00 
   46.22 543 24.52     0.00   0  0.00 
   38.16 734 27.35    10.39  26  0.26 
   37.31 697 25.38     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   42.49 868 36.03     0.00   0  0.00 
   47.69 666 30.99    10.00   1  0.01 
   36.02 1008 35.47     0.00   0  0.00 
   34.19 784 26.19     0.00   0  0.00 
   34.57 956 32.29     0.00   0  0.00 
   42.68 708 29.49     0.00   0  0.00 
   36.02 974 34.27     0.00   0  0.00 
   34.14 933 31.12     0.00   0  0.00 
   32.78 963 30.84     0.00   0  0.00 
   34.09 1032 34.37     0.00   0  0.00 
   41.65 835 33.99     0.00   0  0.00 
   32.21 1032 32.45     0.00   0  0.00 
   36.22 976 34.53     0.00   0  0.00 
   34.03 1037 34.45     0.00   0  0.00 
   30.62 1150 34.39     0.00   0  0.00 
   31.82 1137 35.34     0.00   0  0.00 
   37.95 993 36.79     0.00   0  0.00 
   36.72 1050 37.64     0.00   0  0.00 
   32.18 1340 42.11     0.00   0  0.00 
   51.66 598 30.19     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   30.88 786 23.69     0.00   0  0.00 
   84.18 237 19.50     0.00   0  0.00 
   48.13 451 21.18     0.00   0  0.00 
   32.42 709 22.44     0.00   0  0.00 
   58.80 303 17.40     0.00   0  0.00 
   44.90 464 20.33     0.00   0  0.00 
   37.39 552 20.17     0.00   0  0.00 
   45.44 443 19.67     0.00   0  0.00 
   44.14 594 25.61     0.00   0  0.00 
   32.85 603 19.35     0.00   0  0.00 
   71.55 318 22.25     0.00   0  0.00 
   34.16 596 19.88     0.00   0  0.00 
   46.82 524 23.97     0.00   0  0.00 
   61.56 340 20.47     0.00   0  0.00 
   38.70 646 24.42     0.00   0  0.00 
   31.87 917 28.54     0.00   0  0.00 
   36.41 1147 40.78     0.00   0  0.00 
   32.78 638 20.42     0.00   0  0.00 
   33.90 625 20.69     0.00   0  0.00 
   38.14 628 23.41     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   32.29 633 19.96     0.00   0  0.00 
   35.37 654 22.60     0.00   0  0.00 
  119.77 142 16.58     0.00   0  0.00 
   32.88 668 21.45     0.00   0  0.00 
   33.15 712 23.05     0.00   0  0.00 
   30.09 885 26.01     0.00   0  0.00 
   45.78 390 17.44     0.00   0  0.00 
   44.33 471 20.40     0.00   0  0.00 
   31.82 946 29.38     0.00   0  0.00 
   36.91 781 28.15     0.00   0  0.00 
   34.96 1026 35.04     0.00   0  0.00 
   33.48 1034 33.80     0.00   0  0.00 
   39.85 821 31.95     0.00   0  0.00 
   33.46 1087 35.51     0.00   0  0.00 
   32.45 895 28.36     0.00   0  0.00 
   33.92 1045 34.63     0.00   0  0.00 
   39.93 810 31.58     0.00   0  0.00 
   44.37 771 33.42     0.00   0  0.00 
   52.21 527 26.85     0.00   0  0.00 
   46.20 605 27.30     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   39.50 790 30.45     0.00   0  0.00 
   83.76 289 23.62     0.00   0  0.00 
   41.26 732 29.50     0.00   0  0.00 
  160.28 152 23.79     0.00   0  0.00 
  143.58 213 29.86     0.00   0  0.00 
   35.51 923 32.03     0.00   0  0.00 
   42.29 850 35.11     0.00   0  0.00 
   33.13 1329 43.01     0.00   0  0.00 
   39.12 925 35.33     0.00   0  0.00 
   32.71 893 28.54     0.00   0  0.00 
   37.03 1268 45.85     0.00   0  0.00 
   32.59 1181 37.59     0.00   0  0.00 
   30.96 1151 34.79     0.00   0  0.00 
   32.98 1307 42.10     0.00   0  0.00 
   31.30 1166 35.63     0.00   0  0.00 
   35.68 900 31.36     0.00   0  0.00 
   31.19 820 24.98     0.00   0  0.00 
   32.73 690 22.06     0.00   0  0.00 
   41.52 535 21.70     0.00   0  0.00 
   43.03 573 24.06     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   30.26 684 20.21     0.00   0  0.00 
   42.53 650 27.00     0.00   0  0.00 
   30.80 743 22.34     0.00   0  0.00 
   37.79 538 19.84     0.00   0  0.00 
   38.82 727 27.56     0.00   0  0.00 
   31.15 684 20.80     0.00   0  0.00 
   50.54 398 19.64     0.00   0  0.00 
   40.15 594 23.29     0.00   0  0.00 
   33.95 711 23.58     0.00   0  0.00 
   42.53 643 26.70     0.00   0  0.00 
   33.32 771 25.10     0.00   0  0.00 
   32.41 715 22.63     0.00   0  0.00 
   39.89 552 21.50     0.00   0  0.00 
   39.46 445 17.13     0.00   0  0.00 
   31.63 709 21.90     0.00   0  0.00 
   44.86 671 29.40     0.00   0  0.00 
   39.10 610 23.28     0.00   0  0.00 
   32.79 614 19.65     0.00   0  0.00 
   49.03 492 23.56     0.00   0  0.00 
   30.86 731 22.03     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   27.54 823 22.14    50.69  11  0.53 
   41.53 565 22.91     0.00   0  0.00 
   32.49 796 25.25     0.00   0  0.00 
   48.74 447 21.28     0.00   0  0.00 
   76.02 294 21.81     0.00   0  0.00 
   32.94 738 23.75     0.00   0  0.00 
   32.40 1057 33.45     0.00   0  0.00 
   31.74 978 30.32     0.00   0  0.00 
   50.38 568 27.92     0.00   0  0.00 
   34.49 1055 35.52     0.00   0  0.00 
   34.88 906 30.86     0.00   0  0.00 
   40.87 798 31.84     0.00   0  0.00 
   36.02 681 23.95     0.00   0  0.00 
   45.85 754 33.77     0.00   0  0.00 
   54.54 589 31.36     0.00   0  0.00 
   33.34 824 26.84     0.00   0  0.00 
   34.17 740 24.69     7.53   3  0.02 
   37.98 769 28.51     8.00   0  0.00 
   36.45 577 20.54    14.00   3  0.04 
   29.46 913 26.26     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   40.64 817 32.42     0.00   0  0.00 
   31.22 793 24.17     0.00   0  0.00 
  116.67 174 19.82     0.00   0  0.00 
   32.03 758 23.72     0.00   0  0.00 
   41.48 637 25.79     0.00   0  0.00 
   40.68 697 27.67     0.00   0  0.00 
   70.78 361 24.94     0.00   0  0.00 
  110.04 219 23.51     0.00   0  0.00 
   69.72 349 23.73     0.00   0  0.00 
   84.17 318 26.15     0.00   0  0.00 
   41.35 652 26.32     0.00   0  0.00 
   92.47 271 24.47     0.00   0  0.00 
  207.12 109 21.96     0.00   0  0.00 
   37.71 833 30.69     0.00   0  0.00 
   34.26 978 32.73     0.00   0  0.00 
   33.87 798 26.41     0.00   0  0.00 
   53.21 527 27.37     0.00   0  0.00 
   35.40 860 29.73     0.00   0  0.00 
   40.93 654 26.14     0.00   0  0.00 
   36.66 894 31.99     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   36.31 842 29.87     0.00   0  0.00 
   34.91 851 29.02     0.00   0  0.00 
   31.58 770 23.75     0.00   0  0.00 
   36.19 773 27.31     0.00   0  0.00 
   44.63 553 24.09     0.00   0  0.00 
   31.94 822 25.65     7.50   3  0.02 
   51.83 414 20.94     0.00   0  0.00 
   33.52 883 28.89     0.00   0  0.00 
   31.17 798 24.31     0.00   0  0.00 
   43.99 416 17.87    13.00   2  0.03 
   34.48 577 19.43     0.00   0  0.00 
   29.15 924 26.31     0.00   0  0.00 
   32.75 935 29.91     0.00   0  0.00 
   40.84 775 30.89     0.00   0  0.00 
   32.59 732 23.29     0.00   0  0.00 
   42.70 741 30.90     0.00   0  0.00 
   33.13 901 29.16     0.00   0  0.00 
   39.89 730 28.45     0.00   0  0.00 
   30.78 639 19.21     7.53   3  0.02 
   31.24 911 27.79     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   33.12 985 31.86     0.00   0  0.00 
   39.72 711 27.58     0.00   0  0.00 
   31.25 874 26.67    12.82   3  0.04 
   36.19 641 22.67     0.00   0  0.00 
   37.84 586 21.67     0.00   0  0.00 
   40.95 639 25.57     0.00   0  0.00 
   32.65 1040 33.14     0.00   0  0.00 
   32.88 947 30.42     0.00   0  0.00 
   31.89 910 28.34     0.00   0  0.00 
   31.69 943 29.17     0.00   0  0.00 
   33.30 876 28.48     0.00   0  0.00 
   31.27 948 28.97     0.00   0  0.00 
   40.76 787 31.34     0.00   0  0.00 
   42.25 642 26.49     0.00   0  0.00 
   33.56 771 25.25     0.00   0  0.00 
   34.54 928 31.31     0.00   0  0.00 
   35.72 898 31.32     0.00   0  0.00 
   32.90 875 28.10     0.00   0  0.00 
   42.79 762 31.85     0.00   0  0.00 
   33.40 984 32.11     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.63 961 29.69     0.00   0  0.00 
   30.05 894 26.22     0.00   0  0.00 
   40.43 735 29.02     0.00   0  0.00 
   44.37 550 23.83     0.00   0  0.00 
   44.13 234 10.10     0.00   0  0.00 
   25.55 726 18.11     0.00   0  0.00 
   43.08 428 18.02     0.00   0  0.00 
   29.05 858 24.35     0.00   0  0.00 
   34.10 593 19.75     0.00   0  0.00 
   39.22 451 17.26     0.00   0  0.00 
   39.10 524 20.00     0.00   0  0.00 
   61.73 366 22.04     0.00   0  0.00 
   53.88 323 17.01     0.00   0  0.00 
   62.49 280 17.08     0.00   0  0.00 
   42.27 427 17.63     0.00   0  0.00 
   72.65 345 24.45     0.00   0  0.00 
   32.32 912 28.79     0.00   0  0.00 
   43.58 563 23.94     0.00   0  0.00 
   31.93 850 26.50     0.00   0  0.00 
   31.80 790 24.54     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   35.96 1431 50.28     0.00   0  0.00 
   33.74 1119 36.87     0.00   0  0.00 
   36.19 1000 35.36     0.00   0  0.00 
   41.73 757 30.86     0.00   0  0.00 
   36.13 1208 42.61     0.00   0  0.00 
   30.95 882 26.64     0.00   0  0.00 
   39.37 829 31.89     0.00   0  0.00 
   32.06 1138 35.65     0.00   0  0.00 
   29.82 972 28.30     0.00   0  0.00 
   32.51 1067 33.86     0.00   0  0.00 
   39.21 771 29.52     0.00   0  0.00 
   33.83 904 29.86     0.00   0  0.00 
   40.84 794 31.66     0.00   0  0.00 
   39.70 630 24.42     0.00   0  0.00 
   29.27 984 28.14     0.00   0  0.00 
   31.75 886 27.47     0.00   0  0.00 
   37.72 975 35.92     0.00   0  0.00 
   30.19 965 28.45     0.00   0  0.00 
   31.37 1247 38.21     0.00   0  0.00 
   38.53 889 33.44     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   32.21 990 31.13     0.00   0  0.00 
   38.26 961 35.91     0.00   0  0.00 
   31.03 1009 30.58     0.00   0  0.00 
   40.88 699 27.89     0.00   0  0.00 
   42.02 580 23.80     0.00   0  0.00 
   32.23 1011 31.81     0.00   0  0.00 
   32.94 1193 38.38     0.00   0  0.00 
   31.51 1164 35.83     0.00   0  0.00 
   37.50 1060 38.83     0.00   0  0.00 
   32.61 1335 42.52     0.00   0  0.00 
   38.09 936 34.81     0.00   0  0.00 
   31.39 1068 32.74     0.00   0  0.00 
   33.83 936 30.93     0.00   0  0.00 
   43.99 630 27.04     0.00   0  0.00 
   49.97 390 19.03     0.00   0  0.00 
   35.45 761 26.33     0.00   0  0.00 
   46.16 524 23.64     0.00   0  0.00 
   54.49 336 17.89     0.00   0  0.00 
   39.33 569 21.86     7.70   5  0.04 
  213.38  75 15.54     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  142.64  49  6.82     0.00   0  0.00 
  271.02  36  9.58     0.50   0  0.00 
   56.52 179  9.90    15.15   3  0.05 
   25.65 397  9.95     0.00   0  0.00 
   40.51 377 14.93     0.00   0  0.00 
   47.50 251 11.65     0.00   0  0.00 
  136.68 142 19.00     0.00   0  0.00 
   49.45 301 14.53     0.00   0  0.00 
   73.69 139  9.98     0.00   0  0.00 
   59.94 167  9.80     0.00   0  0.00 
  442.95  22  9.60     8.00   3  0.02 
  392.18  35 13.40     0.00   0  0.00 
   97.37 119 11.31     8.00   1  0.00 
   93.45 108  9.83     0.00   0  0.00 
   61.30 118  7.09    14.57   4  0.06 
  247.36  78 18.88     0.00   0  0.00 
   84.18 131 10.78     0.00   0  0.00 
   66.16 249 16.10     8.00   1  0.01 
   46.12 354 15.96     0.00   0  0.00 
  168.26 103 16.89     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   39.23 717 27.47    13.30   4  0.05 
   35.42 1019 35.25     0.00   0  0.00 
   48.23 525 24.71     0.00   0  0.00 
   48.55 538 25.51     0.00   0  0.00 
   38.65 796 30.03     0.00   0  0.00 
   37.69 650 23.92     0.00   0  0.00 
   65.72 451 28.93     0.00   0  0.00 
   33.22 744 24.13     0.00   0  0.00 
   37.03 781 28.24     0.00   0  0.00 
   38.53 596 22.42     7.53   3  0.02 
   67.91 400 26.55     0.00   0  0.00 
   40.37 462 18.23     0.00   0  0.00 
   50.55 596 29.44     0.00   0  0.00 
   63.73 399 24.81    13.27   2  0.03 
   35.85 998 34.93     0.00   0  0.00 
   36.45 846 30.11     0.00   0  0.00 
   64.12 479 29.99     0.00   0  0.00 
   39.59 328 12.68     0.00   0  0.00 
   36.31 932 33.04     0.00   0  0.00 
   64.89  74  4.71     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   37.26 770 28.00     8.00   3  0.02 
   97.67 235 22.45     0.50   0  0.00 
   37.86 683 25.26     0.00   0  0.00 
   39.36 643 24.72     0.00   0  0.00 
   66.54 435 28.25     0.00   0  0.00 
   39.17 701 26.81     0.00   0  0.00 
   34.59 729 24.62    13.00   2  0.03 
   56.49 436 24.05     0.00   0  0.00 
   42.29 594 24.51     0.00   0  0.00 
   37.93 654 24.23     8.00   3  0.02 
   37.83 655 24.19     0.00   0  0.00 
   58.78 390 22.39     0.00   0  0.00 
   34.47 573 19.29    14.33   4  0.05 
   38.51 511 19.21     8.00   1  0.01 
   38.32 736 27.54     0.00   0  0.00 
  103.38 155 15.64     0.00   0  0.00 
   42.09 441 18.11     0.00   0  0.00 
   41.45 264 10.68     0.00   0  0.00 
   46.10 273 12.30    13.86   3  0.04 
  107.60 233 24.46     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   73.24 229 16.35     0.00   0  0.00 
   52.16 343 17.45     0.00   0  0.00 
  147.08 148 21.28     0.00   0  0.00 
   87.68 143 12.26     0.00   0  0.00 
   50.17 334 16.36     0.00   0  0.00 
   92.63 267 24.11     0.00   0  0.00 
  183.40  24  4.33     0.00   0  0.00 
   51.46 297 14.91     0.00   0  0.00 
   42.63  36  1.48     0.00   0  0.00 
   39.76 354 13.76     0.00   0  0.00 
   59.54 382 22.20     7.64   4  0.03 
  154.19 193 28.99     0.00   0  0.00 
  127.10 223 27.64     0.00   0  0.00 
   54.59 413 22.02     8.00   2  0.02 
  118.29  95 11.02     0.00   0  0.00 
  202.19  89 17.60     0.00   0  0.00 
   62.87 151  9.25     8.00   1  0.00 
   45.79 363 16.22     0.00   0  0.00 
   74.38 294 21.36     0.00   0  0.00 
   39.59 336 13.00    15.06   6  0.09 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   77.29 204 15.41     0.00   0  0.00 
   52.54 238 12.20     0.00   0  0.00 
   94.74 216 19.98     0.00   0  0.00 
   64.25 194 12.19     0.00   0  0.00 
   40.64 797 31.61     0.00   0  0.00 
   57.00 297 16.51     0.00   0  0.00 
   46.63 746 33.97     0.00   0  0.00 
   60.81 642 38.12     0.00   0  0.00 
   37.70 315 11.59     0.00   0  0.00 
   80.12 230 18.02     0.00   0  0.00 
   27.69 754 20.39     0.00   0  0.00 
   27.66 1120 30.25     0.00   0  0.00 
   31.87 521 16.22     0.00   0  0.00 
   31.96 774 24.17     0.00   0  0.00 
   32.85 796 25.55     0.00   0  0.00 
   45.78 822 36.75     0.00   0  0.00 
   55.75 559 30.46     0.00   0  0.00 
   45.12 657 28.96     0.00   0  0.00 
   37.73 623 22.95     0.00   0  0.00 
   38.72 430 16.24     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   40.89 379 15.13     0.00   0  0.00 
   39.25  49  1.87     0.00   0  0.00 
   18.85  65  1.20     0.00   0  0.00 
   43.55 287 12.20     8.00   1  0.01 
   47.54 291 13.50     0.00   0  0.00 
   40.18 566 22.22     0.00   0  0.00 
   30.87 690 20.80     0.00   0  0.00 
   31.38 763 23.38     0.00   0  0.00 
   36.59 617 22.04     0.00   0  0.00 
   42.49 394 16.34     0.00   0  0.00 
   38.67 540 20.38     0.00   0  0.00 
   44.60 613 26.69     0.00   0  0.00 
   43.02 632 26.55     0.00   0  0.00 
   82.94 447 36.24     0.00   0  0.00 
   51.04 441 21.98     0.00   0  0.00 
   39.82 744 28.93     0.00   0  0.00 
   38.26 752 28.11     0.00   0  0.00 
   38.12 453 16.87     0.00   0  0.00 
   59.63 571 33.28     0.00   0  0.00 
   58.55 157  8.98     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   14.28  22  0.31     0.00   0  0.00 
   26.71   6  0.15     0.00   0  0.00 
   12.20  30  0.35     0.00   0  0.00 
    5.00   2  0.01     0.00   0  0.00 
   16.44  10  0.16     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   93.33   1  0.05     0.00   0  0.00 
   99.53  19  1.83     0.00   0  0.00 
   15.15  16  0.23     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
   20.00   0  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
  592.00   1  0.46     0.00   0  0.00 
   25.61  27  0.67     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    6.67   1  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   98.74  19  1.83     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   15.90  13  0.20     0.00   0  0.00 
   24.00   1  0.01     0.00   0  0.00 
  155.25   3  0.49     0.00   0  0.00 
   48.50  23  1.07     0.00   0  0.00 
    8.00   1  0.01     0.00   0  0.00 
  100.00   0  0.04     0.00   0  0.00 
   14.30  46  0.64     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
   98.12  19  1.84     0.00   0  0.00 
    4.00   4  0.01     0.00   0  0.00 
   19.26  89  1.68     0.00   0  0.00 
   20.54  28  0.57     0.00   0  0.00 
   13.17  15  0.20     0.00   0  0.00 
   24.00   0  0.00     0.00   0  0.00 
    4.62   3  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   18.29   3  0.05     0.00   0  0.00 
   24.00   0  0.00     0.00   0  0.00 
   17.33  25  0.42     0.00   0  0.00 
   28.15   5  0.15     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00     0.00   0  0.00 
    5.00   1  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   15.95  67  1.04     0.00   0  0.00 
   32.00   0  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    8.57  15  0.13     0.00   0  0.00 
    6.00   0  0.00     0.00   0  0.00 
    6.40   2  0.01     0.00   0  0.00 
   12.62  21  0.26     0.00   0  0.00 
  218.91   2  0.47     0.00   0  0.00 
   29.00   5  0.14     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   16.26  14  0.22     0.00   0  0.00 
   97.44  19  1.85     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   10.09   4  0.04     0.00   0  0.00 
  342.29   1  0.47     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   29.00   5  0.14     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   11.08   5  0.05     0.00   0  0.00 
   56.13  40  2.21    11.46  44  0.49 
    8.00   4  0.03    57.80 210 11.86 
   10.50   6  0.06    45.49 116  5.13 
    6.96   5  0.03     8.91 135  1.17 
    8.87  10  0.09    10.74 139  1.46 
   14.57  94  1.34     9.18 143  1.28 
   38.48  15  0.56    10.29  97  0.98 
   11.15  14  0.15    12.18 173  2.05 
    9.08  18  0.16     8.03 282  2.21 
    5.65  27  0.15     8.39 185  1.52 
   25.63 108  2.71    12.04 132  1.55 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   18.56  69  1.25    11.31 203  2.24 
    7.24 197  1.39     8.95 133  1.16 
    8.00   1  0.01     9.69 102  0.97 
    6.67   2  0.01    10.80 124  1.31 
    6.67   1  0.00     9.70 102  0.96 
